year,state_name,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rape_final
2009,Nevada,2643085,18639,156,6028,11431,80976,22115,46463,12398,456.8595977949555
2009,New York,19541453,75110,781,28141,43606,377537,62769,292897,21871,745.5471637809698
2009,Ohio,11542645,38305,527,17670,15989,376446,104009,249777,22660,1081.9451730628402
2009,Oklahoma,3687050,18560,234,3358,13433,132350,38071,83813,10466,494.65071992568505
2009,Oregon,3825657,9968,88,2499,6179,114780,19739,85064,9977,356.32911392405066
2009,Pennsylvania,12604767,48188,664,17504,26394,277182,54772,204588,17822,1018.2060079394201
2009,Rhode Island,1053209,2678,32,785,1565,27558,5753,19403,2402,95.83793072261916
2009,South Carolina,4561242,30799,305,5753,23078,178310,45443,119250,13617,508.6985716107639
2009,South Dakota,812383,1777,30,117,1129,14378,2621,10891,866,191.14561358374067
2009,Tennessee,6296254,41933,468,9653,29793,237157,63832,158309,15016,549.9387357316018
2009,Texas,24782302,121684,1330,38022,74021,995082,240058,678455,76569,2863.821195423163
2009,Utah,2784572,5998,39,1304,3714,91751,15258,69556,6937,440.30368308939734
2009,Virginia,7882590,18195,370,6342,9911,194020,31956,150374,11690,522.1850770377733
2009,Vermont,621760,837,8,111,586,15010,3471,11090,449,40.8191785913399
2009,Washington,6664195,22412,190,6711,12928,245215,53047,168421,23747,636.2502222850907
2009,Wisconsin,5654774,14650,146,4904,8482,147692,26813,111947,8932,437.75416646538815
2009,West Virginia,1819777,5554,84,914,4086,46215,12005,31453,2757,197.91789701116312
2009,Wyoming,544270,1196,11,78,935,14243,2176,11310,757,61.54275092936803
2010,TOTAL,309330219,1251248,14722,369089,781844,9112625,2168459,6204601,739565,25591.35492787739
2010,Alaska,714146,4537,31,594,3379,20259,3105,15535,1619,241.5576699029126
2010,Alabama,4785401,18363,275,4864,11869,168828,42484,115564,10780,410.2167111349982
2010,Arkansas,2921588,14711,134,2369,10887,103820,32463,65796,5561,581.7206049549192
2010,Arizona,6413158,26528,408,6953,16976,226802,50932,154137,21733,910.9709406184551
2010,California,37338198,164133,1809,58116,95877,981939,228857,600558,152524,2223.8870978214186
2010,Colorado,5047692,16339,129,3164,10816,135001,26196,97534,11271,958.8064354095261
2010,Connecticut,3575498,10083,133,3553,5802,78259,15145,56413,6701,136.5987421383648
2010,District of Columbia,604912,8026,132,4325,3382,28802,4233,19514,5055,62.015214251324025
2010,Delaware,899792,5608,51,1839,3392,31078,7550,21593,1935,61.815510430383256
2010,Florida,18838613,101969,987,26086,69523,669035,169119,458454,41462,1402.9658234558217
2010,Georgia,9712157,39068,555,12372,24034,353449,96947,226161,30341,567.6000943872511
2010,Hawaii,1363359,3603,25,1065,2136,45667,8706,31681,5280,128.34452309713203
2010,Iowa,3050202,8191,38,1012,6258,68740,16746,48194,3800,350.5595050981341
2010,Idaho,1571102,3464,22,213,2696,31436,6513,23594,1329,228.61374374652584
2010,Illinois,12841980,57132,704,20386,32976,349064,77472,242681,28911,850.8657961599915
2010,Indiana,6490622,20983,268,6559,12396,199274,48570,137204,13500,502.80496301457185
2010,Kansas,2859143,10602,97,1538,7821,89109,19315,63774,6020,363.91196065989845
2010,Kentucky,4347223,10604,188,3748,5230,111170,30443,74488,6239,452.04556173945855
2010,Louisiana,4545343,25241,500,5297,18214,165667,45437,110260,9970,309.6420159363881
2010,Massachusetts,6555466,30737,214,6897,21842,154496,37903,105124,11469,473.2740871095469
2010,Maryland,5785681,31607,426,11054,18899,173309,36704,118578,18027,291.10420517944874
2010,Maine,1327379,1621,24,412,796,32900,7364,24547,989,138.48062600169698
2010,Michigan,9877143,48693,580,11522,31858,271501,74345,169748,27408,1283.4365458201555
2010,Minnesota,5310658,12515,96,3388,7233,136431,24415,103429,8587,489.90547330440876
2010,Missouri,5995715,27440,420,6185,19390,200858,44197,140526,16135,509.6378222732644
2010,Mississippi,2970072,7999,204,2777,4087,88596,30453,52784,5359,205.84293899561845
2010,Montana,990958,2733,25,154,2222,25409,3692,20166,1551,162.32344337651483
2010,North Carolina,9560234,34679,474,9620,22583,329202,102826,208057,18319,560.1088985114308
2010,North Dakota,674629,1548,10,90,1203,12010,2000,9137,873,123.10402417687293
2010,Nebraska,1830141,5093,54,1020,3345,48827,8318,36896,3613,314.72261827608554
2010,New Hampshire,1316807,2204,13,450,1330,29230,5444,22789,997,148.63922025021822
2010,New Jersey,8799593,27055,371,11818,13885,183042,38732,128754,15556,166.43243118631565
2010,New Mexico,2065913,12147,140,1616,9432,70776,21023,44503,5250,321.572153024911
2010,Nevada,2704283,17929,158,5298,11508,75004,22286,42533,10185,430.536632687629
2010,New York,19395206,76492,868,28630,44197,379710,65839,293232,20639,807.6279694405006
2010,Ohio,11537968,36306,479,16486,15611,376836,107125,248581,21130,979.765840137022
2010,Oklahoma,3760184,18100,195,3345,13091,129464,37848,81303,10313,473.38235020901067
2010,Oregon,3838332,9648,96,2421,5892,116657,20035,87494,9128,367.2976473809474
2010,Pennsylvania,12717722,46612,653,16375,26112,276366,55206,204440,16720,974.9617373319545
2010,Rhode Island,1052528,2709,29,782,1600,26959,6124,18432,2403,96.4854843085828
2010,South Carolina,4637106,27923,265,5017,21090,181098,46261,121544,13293,474.43865578370105
2010,South Dakota,816598,2196,23,154,1634,15188,3192,11196,800,146.88834576794443
2010,Tennessee,6357436,38909,359,8361,28016,232855,64293,153729,14833,591.8855238953793
2010,Texas,25253466,113231,1249,32843,71517,951246,228597,654626,68023,2626.404181387961
2010,Utah,2775479,5925,53,1269,3620,88316,15095,67242,5979,459.955919741634
2010,Virginia,8023953,17184,376,5678,9550,187403,30804,145990,10609,524.8425074552684
2010,Vermont,625909,820,7,76,596,14160,3348,10373,439,43.6023044043858
2010,Washington,6742950,21138,154,5929,12476,249426,55192,168490,25744,635.2649335165502
2010,Wisconsin,5691659,14167,155,4516,8305,142781,26636,107993,8152,466.3373991594609
2010,West Virginia,1854368,5586,58,776,4390,41301,10778,28104,2419,152.43889088944903
2010,Wyoming,564554,1117,8,77,870,13869,2151,11126,592,57.96468401486989
2011,TOTAL,311587816,1206031,14661,354772,752423,9052743,2185140,6151095,716508,25167.388700642336
2011,Alaska,723860,4416,30,576,3374,19094,2852,14854,1388,197.5968932038835
2011,Alabama,4803689,20166,299,4906,13591,173192,51119,111411,10662,414.7578555387066
2011,Arkansas,2938582,14173,160,2357,10426,110430,34016,70645,5769,541.6474974220671
2011,Arizona,6467315,26789,397,7145,16748,229896,54695,155400,19801,1039.0307533571515
2011,California,37683933,154943,1792,54291,91195,973822,230075,596905,146842,2046.104261769436
2011,Colorado,5116302,16085,155,3299,10346,132781,25725,96054,11002,982.4541277626759
2011,Connecticut,3586717,9889,129,3689,5382,77205,15468,55067,6670,158.17904761904762
2011,District of Columbia,619020,7433,108,4094,3058,29654,3850,21347,4457,57.37236398651902
2011,Delaware,908137,5144,48,1558,3231,31163,7617,22001,1545,58.21276595744681
2011,Florida,19082262,98198,984,25622,66319,671200,170171,461408,39621,1376.8544178452537
2011,Georgia,9812460,36762,549,12266,21881,357235,96014,231543,29678,556.555194591391
2011,Hawaii,1378129,3465,20,994,2098,43874,8165,31240,4469,120.17404947821645
2011,Iowa,3064097,7883,44,824,6149,72043,17573,50472,3998,343.8103413533229
2011,Idaho,1583744,3202,35,188,2535,32875,6915,24629,1331,190.43996664813784
2011,Illinois,12859752,54523,781,20217,30495,344468,77719,237362,29387,840.8751997275846
2011,Indiana,6516353,21619,306,6977,12578,206016,50571,140630,14815,502.2335937384189
2011,Kansas,2870386,10209,111,1448,7528,88655,18712,63259,6684,356.2907677664974
2011,Kentucky,4366814,10465,151,3705,5110,119037,32750,79586,6701,471.22134704273185
2011,Louisiana,4574766,25373,506,5235,18370,168529,46242,113174,9113,317.69774318026157
2011,Massachusetts,6607003,28232,184,6768,19626,148829,36403,101644,10782,438.78662560492745
2011,Maryland,5839572,28817,399,10342,16876,166846,35823,114951,16072,284.4666500124906
2011,Maine,1328544,1638,26,370,848,33829,7865,24886,1078,140.26058263410954
2011,Michigan,9876801,43731,617,10263,28507,251329,69755,156666,24908,1177.9523251727774
2011,Minnesota,5347299,12323,75,3385,6750,136183,25681,102354,8148,575.7342964917774
2011,Missouri,6008984,26888,366,6275,18778,199085,44875,138879,15331,518.1023950999484
2011,Mississippi,2977457,8009,232,2496,4418,89809,30722,54179,4908,190.8082237950792
2011,Montana,997667,2755,29,171,2189,23885,3347,19089,1449,178.9469285415796
2011,North Carolina,9651103,33421,498,9448,21516,337806,105534,215453,16819,548.078587504442
2011,North Dakota,684740,1699,24,91,1318,13334,2458,9891,985,133.65579767774776
2011,Nebraska,1842234,4672,68,993,2912,50894,8725,38060,4109,326.3963058976021
2011,New Hampshire,1317807,2864,16,509,1758,32756,6244,25398,1114,210.12016293279024
2011,New Jersey,8834773,27203,380,12209,13608,189719,43238,129066,17415,170.6738285152228
2011,New Mexico,2078674,11904,158,1720,9170,73549,21419,46730,5400,287.0341637010676
2011,Nevada,2720028,15452,139,4308,10092,70075,20342,40156,9577,407.3367312371039
2011,New York,19501616,77463,769,28405,45538,371837,65227,287361,19249,794.345564508694
2011,Ohio,11541007,35218,500,15991,15048,380572,112901,246744,20927,966.3695779796526
2011,Oklahoma,3784163,17311,212,3288,12401,127618,36462,80064,11092,454.3697166744078
2011,Oregon,3868229,9643,84,2237,6083,121869,20704,92059,9106,367.2976473809474
2011,Pennsylvania,12743948,46189,639,16165,26046,283442,57966,208604,16872,937.6144127164159
2011,Rhode Island,1050646,2586,20,744,1503,27976,6836,18765,2375,103.28479696120105
2011,South Carolina,4673348,27894,320,4631,21265,183243,47351,122255,13637,513.2869531947456
2011,South Dakota,823593,2105,20,167,1415,15299,2927,11423,949,191.90866992539233
2011,Tennessee,6399787,38895,380,8082,28338,230900,62830,153928,14142,570.6397480721673
2011,Texas,25631778,104734,1130,28620,67498,892810,215755,613131,63924,2579.541026222813
2011,Utah,2814347,5547,50,1079,3517,84084,13170,64727,6187,421.5872672301243
2011,Virginia,8104384,16014,304,5425,8694,182902,30656,142476,9770,528.496474279324
2011,Vermont,626592,925,11,99,669,15086,3838,10720,528,45.14848541163352
2011,Washington,6823267,20152,163,5627,12042,244209,56561,162828,24820,571.4674857535465
2011,Wisconsin,5709843,14268,138,4600,8340,139912,27167,104472,8273,465.9458480266654
2011,West Virginia,1854908,5497,87,802,4236,39009,10245,26656,2108,156.64990997479293
2011,Wyoming,567356,1245,18,71,1010,12878,1864,10493,521,52.239776951672866
2012,TOTAL,313873685,1217057,14856,355051,762009,9001992,2109932,6168874,723186,25456.211955585255
2012,Alaska,730307,4412,30,630,3169,20037,2950,15565,1522,264.2178640776699
2012,Alabama,4817528,21693,342,5020,15035,168878,47481,111523,9874,392.3548764804115
2012,Arkansas,2949828,13851,174,2310,10134,109389,32673,70982,5734,542.968588879194
2012,Arizona,6551149,28077,358,7383,18054,231701,52911,159808,18982,948.8067943821609
2012,California,37999878,160944,1884,56521,94702,1049465,245767,635090,168608,2092.0181473564344
2012,Colorado,5189458,15951,152,3392,10285,139355,26163,101091,12101,912.3709667887957
2012,Connecticut,3591765,10183,117,3709,5424,77169,14787,55904,6478,214.19601078167116
2012,District of Columbia,633427,7866,88,4037,3505,30757,3519,23575,3663,78.26519017814155
2012,Delaware,917053,5048,56,1498,3245,30707,7389,21880,1438,47.21491440848292
2012,Florida,19320749,94087,1009,23889,63929,632988,153563,442095,37330,1373.4599351158797
2012,Georgia,9915646,37675,583,12502,22447,339473,86992,223875,28606,577.2980551836162
2012,Hawaii,1390090,3378,21,1125,1953,43419,7653,31901,3865,94.98175581989345
2012,Iowa,3075039,8167,49,962,6255,70357,17201,49116,4040,357.70567847499296
2012,Idaho,1595590,3348,30,243,2580,31825,7240,23203,1382,212.31482768204557
2012,Illinois,12868192,53556,770,19480,29725,332706,71100,235314,26292,993.7868284569242
2012,Indiana,6537782,22544,307,6601,13975,197994,47689,136668,13637,474.5221838450022
2012,Kansas,2885398,10292,85,1493,7609,91066,18874,65413,6779,350.8924228003384
2012,Kentucky,4379730,9852,201,3547,4792,112800,29877,76199,6724,412.4365625884351
2012,Louisiana,4602134,22839,489,5458,15737,162673,42037,112764,7872,290.76140520855955
2012,Massachusetts,6645303,27047,121,6555,18721,143325,34635,99453,9237,437.72547294324687
2012,Maryland,5884868,28086,373,10173,16303,162309,33803,113550,14956,293.2377050545424
2012,Maine,1328501,1626,26,420,808,33398,7476,24931,991,132.4287734514943
2012,Michigan,9882519,44962,701,10423,29203,249249,65560,158609,25080,1256.8621149115615
2012,Minnesota,5379646,12419,99,3475,7207,138152,25378,104316,8458,446.30988057431676
2012,Missouri,6024522,27189,390,5782,19490,199813,42510,140971,16332,538.558446097768
2012,Mississippi,2986450,7769,213,2277,4460,83933,28084,51520,4329,181.0798786653185
2012,Montana,1005494,2803,29,202,2180,26102,3920,20484,1698,191.6590054325115
2012,North Carolina,9748364,34464,479,9392,22609,328594,99323,213151,16120,555.0729543689704
2012,North Dakota,701345,1723,25,127,1292,14297,2429,10687,1181,140.18784794019408
2012,Nebraska,1855350,4802,52,1128,2912,51203,8745,38301,4157,331.5327284510694
2012,New Hampshire,1321617,2841,15,471,1869,32074,5988,25024,1062,175.76316555135293
2012,New Jersey,8867749,25727,388,11385,12919,181481,42338,122662,16481,175.59384941675503
2012,New Mexico,2083540,11660,116,1847,8740,75094,21384,48247,5463,320.901512455516
2012,Nevada,2754354,16763,124,4918,10790,77510,22120,45372,10018,415.3674663545933
2012,New York,19576125,79535,683,28633,47382,375268,64389,293562,17317,819.1778867725062
2012,Ohio,11553031,34827,478,15396,15140,370435,105312,245372,19751,1001.5676001186233
2012,Oklahoma,3815780,18102,220,3248,13012,130969,36094,83131,11744,522.686298188574
2012,Oregon,3899801,9638,91,2419,5969,126417,22051,94114,10252,343.58189936603554
2012,Pennsylvania,12764475,45384,707,15735,25571,276562,57040,204409,15113,946.6002351803048
2012,Rhode Island,1050304,2657,26,715,1614,27039,5929,18478,2632,94.54282355069188
2012,South Carolina,4723417,26474,332,4511,19919,181049,45222,122340,13487,523.6872847851039
2012,South Dakota,834047,2701,23,157,1921,17326,3280,12973,1073,228.91690249549782
2012,Tennessee,6454914,41213,400,8151,30615,217925,56231,148731,12963,557.5654244886523
2012,Texas,26060796,106475,1148,30385,67227,876459,205002,606425,65032,2658.450309552364
2012,Utah,2854871,5939,52,1105,3807,86284,13095,67157,6032,456.2126365697794
2012,Virginia,8186628,15676,322,4718,9131,178434,29651,139654,9129,499.9290972912525
2012,Vermont,625953,891,8,114,638,15653,4179,11014,460,40.50994238989035
2012,Washington,6895318,20553,217,5801,12285,254377,61376,166338,26663,554.224932304086
2012,Wisconsin,5724554,16254,169,4692,10165,140780,27931,104619,8230,480.82479107289504
2012,West Virginia,1856680,5943,70,835,4623,44500,11466,30800,2234,174.75729204177168
2012,Wyoming,576626,1161,14,61,932,13222,2125,10513,584,55.10223048327138
2013,TOTAL,316497531,1168298,14319,345093,726777,8651892,1932139,6019465,700288,113695.0
2013,Alaska,737259,4709,34,623,3127,21211,2917,16599,1695,925.0
2013,Alabama,4833996,20834,346,4645,13788,161835,42410,108862,10563,2055.0
2013,Arkansas,2958765,13705,158,2261,9796,106477,30369,70430,5678,1490.0
2013,Arizona,6634997,27576,355,6656,17391,223294,48292,158036,16966,3174.0
2013,California,38431393,154739,1746,53640,89029,1018907,232058,621557,165292,10324.0
2013,Colorado,5272086,16099,174,3136,9826,139974,25075,102375,12524,2963.0
2013,Connecticut,3599341,9439,91,3551,4906,71274,12934,52099,6241,891.0
2013,District of Columbia,649111,8415,103,4082,3835,31097,3316,24547,3234,395.0
2013,Delaware,925240,4633,41,1233,2960,29001,6299,21347,1355,399.0
2013,Florida,19600311,91993,972,23200,61054,607170,138915,433344,34911,6767.0
2013,Georgia,9994759,37519,563,12704,21361,339808,83459,229190,27159,2891.0
2013,Hawaii,1408987,3585,32,934,2111,45266,7777,32928,4561,508.0
2013,Iowa,3092341,8443,41,937,6332,67976,15918,47803,4255,1133.0
2013,Idaho,1612843,3471,29,220,2548,30230,6693,21999,1538,674.0
2013,Illinois,12890552,51956,722,17733,28161,296048,59093,216059,20896,5340.0
2013,Indiana,6570713,23627,357,7114,13915,187472,42754,130534,14184,2241.0
2013,Kansas,2895801,9928,117,1339,7177,85704,17476,61557,6671,1295.0
2013,Kentucky,4399583,9280,172,3247,4215,104448,26331,72048,6069,1646.0
2013,Louisiana,4629284,24127,494,5539,16331,165679,41214,115300,9165,1763.0
2013,Massachusetts,6708874,27264,138,6705,18118,137274,30716,97437,9121,2303.0
2013,Maryland,5938737,28235,384,10048,16124,157918,31950,112551,13417,1679.0
2013,Maine,1328702,1761,24,335,907,30454,6480,23063,911,495.0
2013,Michigan,9898193,44757,625,10093,27254,230135,56256,149794,24085,6785.0
2013,Minnesota,5422060,12710,114,3674,6908,131193,22713,100514,7966,2014.0
2013,Missouri,6044917,26216,369,5486,18056,189655,38797,134514,16344,2305.0
2013,Mississippi,2992206,8303,217,2413,4649,81548,24969,52192,4387,1024.0
2013,Montana,1014864,2924,23,217,2217,26195,4122,20192,1881,467.0
2013,North Carolina,9848917,33587,463,9275,21325,305631,90182,201043,14406,2524.0
2013,North Dakota,723857,1979,16,161,1447,15356,2979,10942,1435,355.0
2013,Nebraska,1868969,4949,56,1035,3011,49197,8945,35791,4461,847.0
2013,New Hampshire,1322616,2952,21,645,1708,30409,5283,24188,938,778.0
2013,New Jersey,8911502,25748,404,12084,12071,167634,35883,118005,13746,1189.0
2013,New Mexico,2086895,12990,123,1832,9470,78958,21828,51146,5984,1565.0
2013,Nevada,2791494,16888,163,5183,10060,79177,23047,46132,9998,1482.0
2013,New York,19695680,77563,644,27241,46130,358603,56444,286676,15483,3548.0
2013,Ohio,11572005,33722,478,14483,14370,338414,91090,227799,19525,4391.0
2013,Oklahoma,3853118,17187,198,3023,11652,126418,33512,81624,11282,2314.0
2013,Oregon,3928068,9536,82,2394,5596,125083,20808,94363,9912,1464.0
2013,Pennsylvania,12781296,42825,611,14739,23680,263176,52000,197410,13766,3795.0
2013,Rhode Island,1053354,2710,31,683,1547,25741,5621,17881,2239,449.0
2013,South Carolina,4771929,24263,305,3965,17760,173261,40930,119730,12601,2233.0
2013,South Dakota,845510,2733,18,156,2052,16274,3383,11955,936,507.0
2013,Tennessee,6497269,38063,335,7333,27895,207683,51334,144443,11906,2500.0
2013,Texas,26505637,108757,1140,31810,65351,862289,191062,605440,65787,10456.0
2013,Utah,2902787,6644,51,1247,3824,88334,13727,67115,7492,1522.0
2013,Virginia,8270345,16355,320,4574,9111,171558,26717,136215,8626,2350.0
2013,Vermont,626855,775,10,75,554,13882,3352,10193,337,136.0
2013,Washington,6973742,20223,167,5829,11623,259139,58487,172227,28425,2604.0
2013,Wisconsin,5742953,16118,163,4834,9285,125694,24358,93946,7390,1836.0
2013,West Virginia,1853595,5657,62,653,4242,39929,9908,28055,1966,700.0
2013,Wyoming,583223,1212,17,74,917,12809,1956,10275,578,204.0
2014,TOTAL,318907401,1153022,14164,322905,731089,8209010,1713153,5809054,686803,118027.0
2014,Alaska,737046,4684,41,629,3243,20334,3150,15445,1739,771.0
2014,Alabama,4846411,20727,276,4702,13744,154087,39723,104223,10141,2005.0
2014,Arkansas,2966835,14248,175,2037,10220,99452,24816,69001,5635,1816.0
2014,Arizona,6728783,26422,311,6225,16614,213406,43412,152683,17311,3272.0
2014,California,38792291,153763,1700,48681,91804,947193,202669,592673,151851,11578.0
2014,Colorado,5355588,16487,150,3037,10211,135789,23502,99688,12599,3089.0
2014,Connecticut,3594762,8575,89,3172,4520,69326,12017,51195,6114,794.0
2014,District of Columbia,659836,8199,105,3497,4125,34147,3466,26898,3783,472.0
2014,Delaware,935968,4568,50,1271,2857,27915,5765,20885,1265,390.0
2014,Florida,19905569,91345,982,21621,61610,583774,121379,426197,36198,7132.0
2014,Georgia,10097132,38955,607,12786,22415,339146,78029,233359,27758,3147.0
2014,Hawaii,1420257,3362,20,952,1842,46022,7470,33003,5549,548.0
2014,Iowa,3109481,8484,60,1047,6227,65100,14363,46594,4143,1150.0
2014,Idaho,1634806,3439,32,203,2559,30440,6466,22297,1677,645.0
2014,Illinois,12882189,47775,690,15271,27485,269647,50759,201003,17885,4329.0
2014,Indiana,6597880,24105,333,6894,14681,174909,36909,124144,13856,2197.0
2014,Kansas,2902507,10235,92,1361,7299,80029,15921,57169,6939,1483.0
2014,Kentucky,4412617,9495,164,3343,4432,99909,23426,70108,6375,1556.0
2014,Louisiana,4648990,23983,476,5725,16400,161192,38541,113251,9400,1382.0
2014,Massachusetts,6755124,26689,133,6077,18277,125481,24951,92226,8304,2202.0
2014,Maryland,5975346,26767,362,9565,15208,150390,28134,109140,13116,1632.0
2014,Maine,1330256,1698,21,304,889,26427,5035,20591,801,484.0
2014,Michigan,9916306,42555,544,8037,27610,202692,44328,137142,21222,6364.0
2014,Minnesota,5457125,12505,88,3687,6729,125377,20773,96237,8367,2001.0
2014,Missouri,6063827,26882,404,5592,18483,176436,35293,124769,16374,2403.0
2014,Mississippi,2993443,8331,259,2405,4585,86887,23898,58515,4474,1082.0
2014,Montana,1023252,3361,38,202,2563,25525,3639,19826,2060,558.0
2014,North Carolina,9940387,32718,498,8411,21377,285498,79266,192609,13623,2432.0
2014,North Dakota,740040,2001,23,175,1421,15857,2751,11559,1547,382.0
2014,Nebraska,1882980,5201,53,1044,3226,47526,7936,35063,4527,878.0
2014,New Hampshire,1327996,2625,16,544,1469,26098,4191,21051,856,596.0
2014,New Jersey,8938844,23319,352,10499,11188,154945,31707,111534,11704,1280.0
2014,New Mexico,2085567,12465,101,2086,8797,73877,18505,49082,6290,1481.0
2014,Nevada,2838281,18043,170,5954,10562,74574,21924,42466,10184,1357.0
2014,New York,19748858,75972,616,24036,45295,339113,50738,272624,15751,6025.0
2014,Ohio,11596998,33130,464,12780,14658,322517,79466,224942,18109,5228.0
2014,Oklahoma,3879610,16052,180,3073,10937,117445,29963,76719,10763,1862.0
2014,Oregon,3971202,10294,84,2270,6320,123142,18690,94177,10275,1620.0
2014,Pennsylvania,12793767,40298,610,13545,22304,246982,45718,188211,13053,3839.0
2014,Rhode Island,1054907,2320,26,530,1398,22982,4830,16317,1835,366.0
2014,South Carolina,4829160,24038,322,4018,17513,168281,37163,118173,12945,2185.0
2014,South Dakota,853304,2801,23,199,2101,16036,2817,12209,1010,478.0
2014,Tennessee,6547779,39989,369,7268,29757,200911,46798,141464,12649,2595.0
2014,Texas,26979078,109711,1192,31021,65862,813515,168085,577018,68412,11636.0
2014,Utah,2944498,6464,66,1313,3538,85473,11656,66487,7330,1547.0
2014,Virginia,8328098,16522,350,4294,9462,161934,23210,131001,7723,2416.0
2014,Vermont,626767,643,10,72,444,9721,2092,7375,254,117.0
2014,Washington,7063166,20185,178,5641,11586,261257,55381,175317,30559,2780.0
2014,Wisconsin,5759432,16763,159,5101,9826,120535,21375,89255,9905,1677.0
2014,West Virginia,1848751,5850,84,655,4517,38282,9368,26954,1960,594.0
2014,Wyoming,584304,1142,16,53,899,11477,1689,9185,603,174.0
2015,TOTAL,320896618,1199310,15883,328109,764057,8024115,1587564,5723488,713063,126134.0
2015,Alaska,737709,5391,59,761,3671,20806,3511,15249,2046,900.0
2015,Alabama,4853875,22957,348,4612,15960,144785,35265,99182,10338,2037.0
2015,Arkansas,2977853,15769,189,2117,11455,97391,22851,68720,5820,2008.0
2015,Arizona,6817565,27968,306,6360,18193,207184,38010,152388,16786,3109.0
2015,California,38993940,166883,1861,52862,99349,1024914,197404,656517,170993,12811.0
2015,Colorado,5448819,17348,173,3315,10532,144044,23490,104532,16022,3328.0
2015,Connecticut,3584730,7938,116,2925,4099,65610,10286,48898,6426,798.0
2015,District of Columbia,670377,8538,162,3746,4136,31444,2971,25208,3265,494.0
2015,Delaware,944076,4760,62,1240,3097,25545,4797,19555,1193,361.0
2015,Florida,20244914,93625,1041,21137,63895,570270,109268,420341,40661,7552.0
2015,Georgia,10199398,38891,622,12545,22467,316013,68149,220715,27149,3257.0
2015,Hawaii,1431603,4201,19,1085,1878,45389,6810,33140,5439,538.0
2015,Iowa,3121997,8619,73,1050,6291,64688,14977,45328,4383,1205.0
2015,Idaho,1652828,3593,32,191,2667,28912,6124,20916,1872,703.0
2015,Illinois,12839047,49755,754,15056,29019,256962,46846,192424,17692,4926.0
2015,Indiana,6612768,25373,370,7081,15536,171878,34404,123940,13534,2386.0
2015,Kansas,2906721,11483,126,1823,7850,80059,15619,57435,7005,1684.0
2015,Kentucky,4424611,9887,219,3314,4710,97545,22526,67143,7876,1644.0
2015,Louisiana,4668960,25202,492,5561,17416,157708,35457,112520,9731,1733.0
2015,Massachusetts,6784240,26453,131,5266,18974,114547,21826,84676,8045,2082.0
2015,Maryland,5994983,28185,538,10111,15819,142547,26432,102701,13414,1717.0
2015,Maine,1329453,1726,23,311,931,24361,4694,18853,814,461.0
2015,Michigan,9917715,41712,585,7818,26599,191191,40375,132019,18797,6710.0
2015,Minnesota,5482435,13319,133,3771,7094,121984,19299,94704,7981,2321.0
2015,Missouri,6076204,30292,503,6383,20833,173788,34029,122749,17010,2573.0
2015,Mississippi,2989390,8190,253,2312,4467,85785,25068,56446,4271,1158.0
2015,Montana,1032073,3647,38,210,2827,27276,3887,20966,2423,572.0
2015,North Carolina,10035186,34734,517,8821,22805,275915,74760,187732,13423,2591.0
2015,North Dakota,756835,1949,21,159,1378,17716,3296,12686,1734,391.0
2015,Nebraska,1893765,5167,62,994,3226,42597,6443,32148,4006,885.0
2015,New Hampshire,1330111,2692,15,475,1558,23453,3482,19076,895,644.0
2015,New Jersey,8935421,22879,363,9729,11414,145701,27960,105963,11778,1373.0
2015,New Mexico,2080328,13672,117,2485,9407,77212,17084,51485,8643,1663.0
2015,Nevada,2883758,20118,178,6287,11965,77137,22360,43426,11351,1688.0
2015,New York,19747183,75126,613,23879,44493,317225,44117,257837,15271,6141.0
2015,Ohio,11605090,34373,522,12617,15793,303743,69994,216354,17395,5441.0
2015,Oklahoma,3907414,16746,240,3018,11535,114055,28783,74678,10594,1953.0
2015,Oregon,4024634,10680,110,2163,6757,119752,18541,90514,10697,1650.0
2015,Pennsylvania,12791904,40348,665,12965,22419,231941,39573,180236,12132,4299.0
2015,Rhode Island,1055607,2565,31,547,1520,20038,3938,14714,1386,467.0
2015,South Carolina,4894834,24448,407,3950,17652,162830,34942,114778,13110,2439.0
2015,South Dakota,857919,3302,33,215,2554,16739,2969,12576,1194,500.0
2015,Tennessee,6595056,40816,418,7499,30098,196047,43753,139259,13035,2801.0
2015,Texas,27429639,113193,1317,31924,67629,779234,153067,558653,67514,12323.0
2015,Utah,2990632,7138,57,1329,4048,89797,12606,68464,8727,1704.0
2015,Virginia,8367587,16705,390,4459,9357,157803,21542,128064,8197,2499.0
2015,Vermont,626088,747,10,105,482,9064,2034,6834,196,150.0
2015,Washington,7160290,20505,218,5450,12059,249474,51114,171393,26967,2778.0
2015,Wisconsin,5767891,17549,240,5234,10270,114171,19602,83572,10997,1805.0
2015,West Virginia,1841053,6397,85,783,4819,38694,9467,26984,2243,710.0
2015,Wyoming,586555,1300,16,59,1054,11151,1762,8797,592,171.0
2016,TOTAL,323405935,1285606,17413,332797,802982,7928530,1516405,5644835,767290,132414.0
2016,Alaska,741522,5966,52,850,4011,24876,4053,17766,3057,1053.0
2016,Alabama,4860545,25878,407,4687,18869,143259,34045,97498,11716,1915.0
2016,Arkansas,2988231,16563,217,2125,12007,98092,23814,67091,7187,2214.0
2016,Arizona,6908642,32542,389,7045,21804,207317,38216,150618,18483,3304.0
2016,California,39296476,174796,1930,54789,104375,1002070,188304,637010,176756,13702.0
